49186	212814
137505	137517
2319	5406
13377	69849
13377	294933
48035	48036
212814	266190
13377	13378
4230	4231
13378	69849
26715	26721
5406	101444
24017	26721
4286	104666
61577	61578
4674	112822
71891	71892
38135	273921
2319	68923
38135	184926
38135	184925
2319	101444
184925	184926
27308	221799
18412	255029
11710	48036
67806	98036
184926	273921
46743	56910
49186	266190
250018	250020
39906	39907
58084	302892
28731	113954
17859	302892
16453	54943
16453	219417
26790	112723
17857	197348
17857	32765
1965	32765
1965	17857
1965	197348
24017	26704
113954	193525
28731	58803
28731	193525
24017	26715
58803	193525
17859	58084
117627	263427
10578	117627
10591	117627
10578	263427
10591	263427
10578	10591
139609	148064
112722	112723
38228	199161
4027	309043
4027	4028
104411	302211
106039	209426
22967	200213
26704	26721
104411	104412
26790	112722
19234	110175
19234	121732
22569	175925
57007	238478
57007	85360
3178	55713
40025	40026
4028	309043
85360	238478
26704	26715
208221	208222
52039	68995
25438	25439
3292	325039
42628	110244
110244	220185
283567	283569
6569	6570
65557	93226
3902	262245
26287	47721
26287	44220
44220	47721
1404	258005
65558	93226
65557	65558
49041	104735
104735	270825
49041	270825
93339	213904
40610	176995
44835	91013
83652	152978
926	152978
27844	289489
120202	289489
27844	120202
17650	209687
33484	33485
15373	226490
5679	311383
311383	311384
99840	311383
1110	156619
14958	51366
283567	283570
283569	283571
283569	283570
283567	283571
218012	218013
19225	218012
19225	218013
47721	129207
44220	129207
20443	44835
26287	129207
79057	208221
49041	87612
1189	120801
73124	195450
173117	208221
68162	68163
41054	73169
73169	203103
85242	274223
19962	174799
19962	22855
19962	174801
102717	174801
11630	100516
5250	73124
65568	120801
79057	97872
166464	166465
19047	137378
13354	137378
166463	166465
166463	166464
25521	215152
220194	314026
109194	109195
19962	102717
97872	173117
79057	173117
1456	13536
173117	208222
79057	208222
176995	176996
40610	176996
22827	22855
22855	174799
174909	183778
22855	102717
22827	174799
174799	174801
38231	48353
102717	174799
1341	272842
146701	233099
233099	282698
22855	174801
41663	41664
146701	282698
15651	125765
15651	219317
165171	165176
48591	128963
25768	263284
45170	57937
48306	302098
72765	175376
141046	144316
113984	192207
175376	317741
72765	317741
174667	292831
11710	48035
304562	304563
48403	252366
32476	234226
34304	58291
58291	204814
31926	232469
80612	80613
16096	80612
20782	263362
155857	223128
24696	223128
24696	155857
148272	268872
229055	307172
28066	246023
60043	297756
94144	229055
2761	188636
144046	223545
14692	22571
14692	83623
22571	209298
94144	307172
19389	128985
19389	42266
167161	179155
19378	253072
311401	311403
44031	282879
44031	209762
16096	80613
26171	26197
209762	282879
15702	240435
118898	229436
96581	207859
60378	324593
5062	63685
63685	63776
14646	23477
14646	23478
14646	191427
23477	23478
23477	191427
5062	63776
45053	95360
47154	238301
47154	47155
45053	213418
99201	109400
10151	214719
95943	256841
96685	219897
96686	219897
96685	96686
12723	124784
266470	266472
266472	266473
266472	271516
266470	266473
266470	271516
266473	271516
83235	83236
30029	30044
114578	137585
60259	108437
35263	160542
11024	99084
65617	93243
11024	87601
5173	233316
5173	125912
68272	125912
68267	125912
125912	233316
5173	68272
68267	68272
68272	233316
5173	68267
47157	52522
15813	51261
51261	51262
25184	219855
63776	66239
21923	54064
8879	193015
46638	82947
117981	117983
191481	307279
45214	164605
3875	3886
25830	29279
7920	9600
15205	16585
202342	202343
101436	101467
38344	115964
38344	115962
26856	221592
4490	4854
68267	233316
196510	301947
4194	15205
20541	61582
122065	122066
77955	202018
77955	228975
61582	121222
115962	115964
106612	119116
55389	211373
32205	32319
78083	202655
783	202655
26448	130227
130227	213867
783	78083
32319	32322
43024	198171
7482	198171
17859	90189
90189	302891
17859	302891
13121	55714
13121	44116
172448	305922
44116	55714
7482	43024
14897	55525
4349	111676
15094	32015
147033	193908
90888	90890
38344	193908
38344	147033
20541	121222
106751	287992
127637	287992
109465	136565
79026	151516
65568	151516
9610	151516
101087	101088
45970	182803
68552	89343
65568	79026
42266	128985
1510	45970
15205	209954
41405	41408
5173	15408
16585	209954
22571	83623
40687	176829
1510	182803
125912	307090
15408	125912
15408	23602
15408	307090
5173	23602
23602	125912
5173	307090
13856	216553
165023	165028
82723	82724
65396	121222
76125	159769
20541	65396
11566	93311
15204	209954
23763	46415
23763	79966
106751	127637
6905	55389
46415	79966
9560	254492
34080	190975
14716	168462
69450	255123
18230	229271
69450	189481
2449	20699
16867	70785
12584	16867
16867	283782
12584	70785
70785	283782
21368	80165
21368	80164
21368	105535
80165	105535
60	300435
18953	77640
45038	254453
45038	81273
44354	279258
18453	71895
298542	298543
298542	298780
49947	122728
16552	298780
80164	105535
162061	218017
81035	81107
298543	298780
1128	11496
162061	249911
59108	81035
80164	80165
23643	279400
32788	219211
29025	219211
14957	14958
107217	144255
107217	206613
144255	206613
50787	50788
287502	287503
10959	10996
17283	162558
13208	50785
2448	2449
164387	324596
5779	280127
5779	39677
12584	283782
5779	9262
13031	18500
5779	280214
55405	250954
16552	298542
2363	207743
92846	208331
46742	208331
46743	208331
46742	92846
46743	92846
104232	144077
143930	303897
5185	5204
5204	289750
113915	113916
154947	154948
10235	18318
123684	215439
46742	46743
90566	277433
62252	162272
25217	251542
251541	251542
25217	251541
42827	251541
42827	251542
25217	42827
16552	298543
210867	266421
331	248704
331	70427
331	28662
70427	248704
28662	248704
28662	70427
43082	43083
3540	302669
128001	149495
47187	149495
35263	160544
102846	266282
47187	128001
84527	287314
62568	255588
251101	255588
44888	72169
62568	251101
2441	160664
97951	238378
29025	32788
48427	97951
48427	238378
87424	152047
16854	297191
67090	137234
141296	141297
11806	54000
11806	262885
11806	225365
11806	153628
153628	168045
54000	153628
1510	322949
1510	62702
1510	50226
62702	322949
50226	62702
50226	322949
177772	317429
29534	141296
317428	317429
10676	72169
177772	317428
40482	141296
40482	141297
303754	303755
224130	303755
129023	255029
11806	168045
17071	265593
15268	255671
15270	255671
35026	35027
35026	320854
1431	5093
50785	117827
13208	117827
1431	126604
1431	5095
20824	80718
94066	97438
5093	126604
12754	154726
12754	12757
5095	126604
8821	116971
8822	116971
2245	8821
5093	5095
2245	8822
17283	100220
24832	209406
17872	301481
12757	154726
254453	254454
8821	8822
45038	254454
106450	106459
48399	264388
21964	293388
224130	303754
210862	210867
80933	80934
81153	324948
76005	324948
76005	81153
53901	59108
3846	20770
4813	4817
4813	79655
260580	315760
58951	203471
117757	213587
87430	103750
46743	138781
38986	236796
1996	59211
1996	175148
1996	44829
44829	59211
82166	169912
12033	46065
7239	188963
104206	207396
19543	45641
19543	128065
32608	232292
66746	66749
17062	75225
5622	17062
283570	283571
17062	23532
138932	216696
216696	308464
138932	308464
26367	216696
34214	34215
28816	32892
10940	10941
9266	207276
66602	66603
20883	38986
26215	26217
26216	26217
26215	26216
2862	11768
128812	189516
90262	220197
42343	198144
10540	10546
37416	315324
302612	315324
37417	315324
16575	74845
2990	274725
926	83652
81192	220444
153250	207432
28658	29396
28660	29396
28849	29396
29396	260258
28659	28660
28658	28660
99840	311384
5679	311384
16429	120628
5679	99840
5679	5680
28659	29396
7383	113127
7383	7390
7383	7389
5679	44919
12195	12196
7389	113127
7390	113127
100179	289684
28658	28659
28658	28849
28658	260258
33484	36116
28659	260258
28659	28849
7389	7390
20883	236796
11177	240135
3563	240135
3563	11177
6515	30257
37417	127077
37255	138691
5680	99840
37416	127077
28849	260258
28660	260258
28660	28849
37416	302612
37416	37417
37417	302612
18198	49613
84187	148490
124464	307170
87424	231540
30758	58989
30758	67587
35952	124464
15839	279036
120984	272306
3846	124464
20770	124464
35952	307170
3846	307170
30758	67588
46960	58152
46956	58152
11174	58152
41512	262920
41512	293405
31899	41512
31899	37698
31899	262920
31899	293405
6099	28699
6099	23665
21028	148490
68041	188943
68041	213248
11174	46956
11174	46960
46956	46960
147703	147708
20770	35952
23352	312776
23352	143879
3846	35952
44898	45038
20770	307170
56858	216148
56858	273941
3229	172711
67588	74736
58989	67588
67587	67588
10856	73826
1793	61671
58989	67587
3228	3229
81274	81465
145761	145762
19583	271464
19583	272304
115674	284330
133977	133978
30281	54816
100656	150402
45037	45038
16761	30281
16761	54816
45036	45037
45036	45038
115674	150402
19585	271464
100656	115674
47967	310172
32134	32582
16877	32582
37698	262920
37698	293405
37698	41512
143737	186257
16877	32134
19583	19585
19585	272304
23532	75225
5622	23532
5622	75225
81035	127982
81107	127982
150402	284330
100656	284330
43594	81137
5779	266932
5779	64741
120743	205138
80934	132707
262920	293405
32923	226942
9431	120743
98478	113288
98478	113285
113285	113288
36476	39702
36476	39710
110487	215794
47346	215794
47347	215794
44098	215794
47346	110487
198350	303420
62345	62346
91634	303420
91634	198350
25932	91634
47347	110487
42225	156723
25932	198350
7488	10634
7488	42746
10633	42746
13057	42746
10629	42746
21444	26856
10634	42746
7488	10629
10633	10634
10634	13057
10629	10634
10629	10633
10629	13057
22666	22667
26629	103304
2316	118503
768	255272
22041	255272
768	22041
25932	303420
103304	202890
58045	255029
106210	255029
18412	58045
321661	321662
321661	321664
321661	321663
20782	218628
18412	106210
321663	321664
321662	321664
321662	321663
26629	202890
13803	61917
13803	321932
19326	120501
22666	230370
56055	58928
25932	74779
26544	298416
26306	194931
25527	194931
19326	268977
26544	74169
26240	88478
26306	157356
25527	26306
25527	157356
304684	304685
24251	24252
50231	287806
58529	62112
46974	153017
26777	153017
108013	153017
3966	153017
3966	46974
3966	26777
3966	304915
3966	108013
37912	241659
180852	180853
112351	297410
7705	11737
121304	310171
121305	310171
121304	121305
29026	298501
29000	298501
29000	29026
171565	235780
33153	171565
78449	195003
51271	78449
33153	301160
33153	235780
53858	260816
235780	301160
171565	301160
36477	39702
13573	205021
